@3@CO@K@v@J@p
#2264         # Number of levels
#K            # Energy Unit
#3            # Number of quantum number
#v            # Quantum number
#J            # Quantum number
#p            # Quantum number
# n      g       E(K)        v    J    p
#---data--------------------------------
1446   99.0 120025.184637   12   49    0
1447   15.0 120025.406728   15    7    1
1448   15.0 120026.658524   15    7    0
1449   17.0 120052.844138   15    8    1
1450   17.0 120054.714615   15    8    0
1451   59.0 120062.322085   14   29    1
1452   59.0 120062.322361   14   29    0
1453   19.0 120086.511519   15    9    0
1454   19.0 120088.252363   15    9    1
1455   21.0 120121.890968   15   10    0
1456   21.0 120122.984354   15   10    1
1457   83.0 120159.830493   13   41    1
1458   83.0 120159.830935   13   41    0
1459   23.0 120160.306229   15   11    0
1460   23.0 120161.658585   15   11    1
1461   61.0 120170.417109   14   30    1
1462   61.0 120170.417398   14   30    0
1463   25.0 120204.001689   15   12    1
1464   25.0 120204.692404   15   12    0
1465  101.0 120208.142650   12   50    1
1466  101.0 120208.143251   12   50    0
1467   27.0 120249.855399   15   13    1
1468   27.0 120250.287143   15   13    0
1469   63.0 120280.579064   14   31    1
1470   63.0 120280.579364   14   31    0
1471   29.0 120299.478695   15   14    1
1472   29.0 120299.867286   15   14    0
1473   85.0 120311.900962   13   42    1
1474   85.0 120311.901419   13   42    0
1475   31.0 120353.001069   15   15    1
1476   31.0 120353.001198   15   15    0
1477   65.0 120395.211047   14   32    1
1478   65.0 120395.211360   14   32    0
1479   33.0 120409.645577   15   16    1
1480   33.0 120409.645717   15   16    0
1481   87.0 120467.399680   13   43    1
1482   87.0 120467.400154   13   43    0
1483   35.0 120470.088449   15   17    1
1484   35.0 120470.088598   15   17    0
1485   67.0 120513.308866   14   33    1
1486   67.0 120513.309193   14   33    0
1487   37.0 120533.739783   15   18    1
1488   37.0 120533.739942   15   18    0
1489   39.0 120600.959275   15   19    1
1490   39.0 120600.959443   15   19    0
1491   89.0 120626.313062   13   44    1
1492   89.0 120626.313553   13   44    0
1493   69.0 120634.861776   14   34    1
1494   69.0 120634.862115   14   34    0
1495   41.0 120671.646209   15   20    1
1496   41.0 120671.646388   15   20    0
1497   43.0 120745.757422   15   21    1
1498   43.0 120745.757610   15   21    0
1499   71.0 120759.858703   14   35    1
1500   71.0 120759.859056   14   35    0
1501   91.0 120788.627207   13   45    1
1502   91.0 120788.627714   13   45    0
1503   45.0 120823.508730   15   22    1
1504   45.0 120823.508929   15   22    0
1505   73.0 120888.288252   14   36    1
1506   73.0 120888.288619   14   36    0
1507   47.0 120904.669930   15   23    1
1508   47.0 120904.670138   15   23    0
1509   93.0 120954.327893   13   46    1
1510   93.0 120954.328419   13   46    0
1511   49.0 120989.341735   15   24    1
1512   49.0 120989.341954   15   24    0
1513   75.0 121020.138699   14   37    1
1514   75.0 121020.139081   14   37    0
1515   51.0 121077.509756   15   25    1
1516   51.0 121077.509987   15   25    0
1517   95.0 121123.400589   13   47    1
1518   95.0 121123.401132   13   47    0
1519   77.0 121155.397996   14   38    1
1520   77.0 121155.398392   14   38    0
1521   53.0 121168.986953   15   26    1
1522   53.0 121168.987195   15   26    0
1523   55.0 121263.989143   15   27    1
1524   55.0 121263.989396   15   27    0
1525   79.0 121294.053770   14   39    1
1526   79.0 121294.054180   14   39    0
1527   97.0 121295.830443   13   48    1
1528   97.0 121295.831005   13   48    0
1529    3.0 121313.961213   16    1    1
1530    3.0 121313.961221   16    1    0
1531    5.0 121320.968040   16    2    1
1532    5.0 121320.968057   16    2    0
1533    7.0 121331.183331   16    3    1
1534    7.0 121331.183356   16    3    0
1535    9.0 121345.196986   16    4    1
1536    9.0 121345.197019   16    4    0
1537   57.0 121362.415610   15   28    1
1538   57.0 121362.415875   15   28    0
1539   11.0 121362.606145   16    5    1
1540   11.0 121362.606187   16    5    0
1541   13.0 121383.367646   16    6    1
1542   13.0 121383.367696   16    6    0
1543   15.0 121407.654142   16    7    1
1544   15.0 121407.654201   16    7    0
1545   17.0 121435.393694   16    8    1
1546   17.0 121435.393761   16    8    0
1547   81.0 121436.093319   14   40    1
1548   81.0 121436.093745   14   40    0
1549   59.0 121464.266354   15   29    1
1550   59.0 121464.266631   15   29    0
1551   19.0 121466.586303   16    9    1
1552   19.0 121466.586379   16    9    0
1553   99.0 121471.602289   13   49    1
1554   99.0 121471.602870   13   49    0
1555   21.0 121501.419009   16   10    1
1556   21.0 121501.419093   16   10    0
1557   23.0 121539.747933   16   11    1
1558   23.0 121539.748027   16   11    0
1559   61.0 121569.526989   15   30    1
1560   61.0 121569.527277   15   30    0
1561   25.0 121581.285321   16   12    1
1562   25.0 121581.285424   16   12    0
1563   83.0 121581.503619   14   41    1
1564   83.0 121581.504060   14   41    0
1565   27.0 121626.318929   16   13    1
1566   27.0 121626.319040   16   13    0
1567  101.0 121650.700644   13   50    1
1568  101.0 121650.701245   13   50    0
1569   29.0 121674.819979   16   14    1
1570   29.0 121674.820100   16   14    0
1571   63.0 121677.939012   15   31    1
1572   63.0 121677.939312   15   31    0
1573   31.0 121726.846024   16   15    1
1574   31.0 121726.846154   16   15    0
1575   85.0 121730.271319   14   42    1
1576   85.0 121730.271776   14   42    0
1577   33.0 121782.224410   16   16    1
1578   33.0 121782.224549   16   16    0
1579   65.0 121789.993878   15   32    1
1580   65.0 121789.994191   15   32    0
1581   35.0 121841.041463   16   17    1
1582   35.0 121841.041612   16   17    0
1583   87.0 121882.382743   14   43    1
1584   87.0 121882.383216   14   43    0
1585   37.0 121903.297184   16   18    1
1586   37.0 121903.297342   16   18    0
1587   67.0 121905.429601   15   33    1
1588   67.0 121905.429927   15   33    0
1589   39.0 121969.106674   16   19    1
1590   39.0 121969.106842   16   19    0
1591   69.0 122024.235025   15   34    1
1592   69.0 122024.235365   15   34    0
1593   89.0 122037.823887   14   44    1
1594   89.0 122037.824377   14   44    0
1595   41.0 122038.139015   16   20    1
1596   41.0 122038.139193   16   20    0
1597   43.0 122110.638797   16   21    1
1598   43.0 122110.638986   16   21    0
1599   71.0 122146.398656   15   35    1
1600   71.0 122146.399009   15   35    0
1601   45.0 122186.318266   16   22    1
1602   45.0 122186.318465   16   22    0
1603   91.0 122196.580425   14   45    1
1604   91.0 122196.580932   14   45    0
1605   47.0 122265.580281   16   23    1
1606   47.0 122265.580489   16   23    0
1607   73.0 122271.908661   15   36    1
1608   73.0 122271.909027   15   36    0
1609   49.0 122348.007593   16   24    1
1610   49.0 122348.007813   16   24    0
1611   93.0 122358.637702   14   46    1
1612   93.0 122358.638228   14   46    0
1613   75.0 122400.752869   15   37    1
1614   75.0 122400.753250   15   37    0
1615   51.0 122434.607348   16   25    1
1616   51.0 122434.607579   16   25    0
1617   95.0 122523.980740   14   47    1
1618   95.0 122523.981283   14   47    0
1619   53.0 122524.027094   16   26    1
1620   53.0 122524.027336   16   26    0
1621   77.0 122532.918773   15   38    1
1622   77.0 122532.919169   15   38    0
1623   55.0 122616.799180   16   27    1
1624   55.0 122616.799432   16   27    0
1625    3.0 122641.290510   17    1    1
1626    3.0 122641.290518   17    1    0
1627    5.0 122647.851316   17    2    1
1628    5.0 122647.851333   17    2    0
1629    7.0 122658.469465   17    3    1
1630    7.0 122658.469490   17    3    0
1631   79.0 122668.393527   15   39    1
1632   79.0 122668.393937   15   39    0
1633    9.0 122671.806894   17    4    1
1634    9.0 122671.806927   17    4    0
1635   11.0 122688.770032   17    5    1
1636   11.0 122688.770074   17    5    0
1637   97.0 122692.594233   14   48    1
1638   97.0 122692.594795   14   48    0
1639   13.0 122708.956023   17    6    1
1640   13.0 122708.956073   17    6    0
1641   57.0 122713.567888   16   28    1
1642   57.0 122713.568153   16   28    0
1643   15.0 122732.868436   17    7    1
1644   15.0 122732.868496   17    7    0
1645   17.0 122759.816661   17    8    1
1646   17.0 122759.816729   17    8    0
1647   19.0 122790.361820   17    9    1
1648   19.0 122790.361896   17    9    0
1649   81.0 122807.163944   15   40    1
1650   81.0 122807.164370   15   40    0
1651   59.0 122813.034723   16   29    1
1652   59.0 122813.035000   16   29    0
1653   21.0 122824.777281   17   10    1
1654   21.0 122824.777365   17   10    0
1655   23.0 122861.566714   17   11    1
1656   23.0 122861.566808   17   11    0
1657   99.0 122864.462553   14   49    1
1658   99.0 122864.463133   14   49    0
1659   25.0 122900.600630   17   12    1
1660   25.0 122902.111449   17   12    0
1661   61.0 122915.829581   16   30    1
1662   61.0 122915.829869   16   30    0
1663   27.0 122946.065982   17   13    0
1664   27.0 122946.598218   17   13    1
1665   83.0 122949.216504   15   41    1
1666   83.0 122949.216946   15   41    0
1667   29.0 122993.257755   17   14    0
1668   29.0 122993.602940   17   14    1
1669   63.0 123021.942102   16   31    1
1670   63.0 123021.942403   16   31    0
1671  101.0 123039.569740   14   50    1
1672  101.0 123039.570341   14   50    0
1673   31.0 123044.334087   17   15    1
1674   31.0 123044.334216   17   15    0
1675   85.0 123094.537345   15   42    1
1676   85.0 123094.537802   15   42    0
1677   33.0 123098.187368   17   16    1
1678   33.0 123098.187508   17   16    0
1679   65.0 123131.361582   16   32    1
1680   65.0 123131.361896   16   32    0
1681   35.0 123155.637584   17   17    1
1682   35.0 123155.637732   17   17    0
1683   37.0 123216.109221   17   18    1
1684   37.0 123216.109379   17   18    0
1685   87.0 123243.112269   15   43    1
1686   87.0 123243.112743   15   43    0
1687   67.0 123244.076971   16   33    1
1688   67.0 123244.077297   16   33    0
1689   39.0 123279.832485   17   19    1
1690   39.0 123279.832652   17   19    0
1691   41.0 123347.541150   17   20    1
1692   41.0 123347.541329   17   20    0
1693   69.0 123360.076873   16   34    1
1694   69.0 123360.077213   16   34    0
1695   89.0 123394.926739   15   44    1
1696   89.0 123394.927230   15   44    0
1697   43.0 123418.213686   17   21    1
1698   43.0 123418.213875   17   21    0
1699   71.0 123479.349548   16   35    1
1700   71.0 123479.349901   16   35    0
1701   45.0 123492.195399   17   22    1
1702   45.0 123492.195598   17   22    0
1703   91.0 123549.965880   15   45    1
1704   91.0 123549.966387   15   45    0
1705   47.0 123569.587003   17   23    1
1706   47.0 123569.587211   17   23    0
1707   73.0 123601.882909   16   36    1
1708   73.0 123601.883275   16   36    0
1709   49.0 123649.798599   17   24    1
1710   49.0 123649.798819   17   24    0
1711   93.0 123708.214479   15   46    1
1712   93.0 123708.215005   15   46    0
1713   75.0 123727.664524   16   37    1
1714   75.0 123727.664905   16   37    0
1715   51.0 123733.822943   17   25    1
1716   51.0 123733.823173   17   25    0
1717   53.0 123820.696053   17   26    1
1718   53.0 123820.696295   17   26    0
1719   77.0 123856.681618   16   38    1
1720   77.0 123856.682013   16   38    0
1721   95.0 123869.656985   15   47    1
1722   95.0 123869.657528   15   47    0
1723    3.0 123908.896175   18    1    1
1724    3.0 123908.896183   18    1    0
1725   55.0 123911.928648   17   27    1
1726   55.0 123911.928900   17   27    0
1727    5.0 123915.485756   18    2    1
1728    5.0 123915.485774   18    2    0
1729    7.0 123925.168700   18    3    1
1730    7.0 123925.168725   18    3    0
1731    9.0 123940.621132   18    4    1
1732    9.0 123940.621165   18    4    0
1733   11.0 123956.102330   18    5    1
1734   11.0 123956.102372   18    5    0
1735   13.0 123975.640871   18    6    1
1736   13.0 123975.640921   18    6    0
1737   79.0 123988.921069   16   39    1
1738   79.0 123988.921479   16   39    0
1739   15.0 123998.618079   18    7    1
1740   15.0 123998.618139   18    7    0
1741   57.0 124005.612425   17   28    1
1742   57.0 124005.612690   17   28    0
1743   17.0 124024.875691   18    8    1
1744   17.0 124024.875759   18    8    0
1745   97.0 124034.277509   15   48    1
1746   97.0 124034.278071   15   48    0
1747   19.0 124054.759013   18    9    1
1748   19.0 124054.759089   18    9    0
1749   21.0 124087.620594   18   10    1
1750   21.0 124087.620679   18   10    0
1751   59.0 124102.574269   17   29    1
1752   59.0 124102.574546   17   29    0
1753   23.0 124123.834516   18   11    1
1754   23.0 124123.834610   18   11    0
1755   81.0 124124.369408   16   40    1
1756   81.0 124124.369834   16   40    0
1757   25.0 124163.443944   18   12    1
1758   25.0 124163.444046   18   12    0
1759   99.0 124202.059825   15   49    1
1760   99.0 124202.060406   15   49    0
1761   61.0 124202.776739   17   30    1
1762   61.0 124202.777027   17   30    0
1763   27.0 124205.959691   18   13    1
1764   27.0 124205.959803   18   13    0
1765   29.0 124251.971657   18   14    1
1766   29.0 124251.971779   18   14    0
1767   83.0 124263.012823   16   41    1
1768   83.0 124263.013265   16   41    0
1769   31.0 124301.235251   18   15    1
1770   31.0 124301.235381   18   15    0
1771   63.0 124306.209371   17   31    1
1772   63.0 124306.209672   17   31    0
1773   33.0 124353.721695   18   16    1
1774   33.0 124353.721835   18   16    0
1775  101.0 124372.987366   15   50    1
1776  101.0 124372.987966   15   50    0
1777   85.0 124404.837158   16   42    1
1778   85.0 124404.837615   16   42    0
1779   35.0 124409.387826   18   17    1
1780   35.0 124409.387975   18   17    0
1781   65.0 124412.861353   17   32    1
1782   65.0 124412.861667   17   32    0
1783   37.0 124468.463850   18   18    1
1784   37.0 124468.464008   18   18    0
1785   67.0 124522.721525   17   33    1
1786   67.0 124522.721851   17   33    0
1787   39.0 124531.064868   18   19    1
1788   39.0 124531.065036   18   19    0
1789   87.0 124549.827907   16   43    1
1790   87.0 124549.828381   16   43    0
1791   41.0 124596.241286   18   20    1
1792   41.0 124596.241465   18   20    0
1793   69.0 124635.778378   17   34    1
1794   69.0 124635.778717   17   34    0
1795   43.0 124664.856371   18   21    1
1796   43.0 124664.856559   18   21    0
1797   89.0 124697.970223   16   44    1
1798   89.0 124697.970714   16   44    0
1799   45.0 124736.679918   18   22    1
1800   45.0 124736.680117   18   22    0
1801   71.0 124752.020053   17   35    1
1802   71.0 124752.020406   17   35    0
1803   47.0 124812.287439   18   23    1
1804   47.0 124812.287647   18   23    0
1805   91.0 124849.248912   16   45    1
1806   91.0 124849.249419   16   45    0
1807   73.0 124871.434343   17   36    1
1808   73.0 124871.434710   17   36    0
1809   49.0 124890.312094   18   24    1
1810   49.0 124890.312313   18   24    0
1811   51.0 124971.343781   18   25    1
1812   51.0 124971.344012   18   25    0
1813   75.0 124994.008693   17   37    1
1814   75.0 124994.009074   17   37    0
1815   93.0 125003.648433   16   46    1
1816   93.0 125003.648960   16   46    0
1817   53.0 125056.188217   18   26    1
1818   53.0 125056.188459   18   26    0
1819    3.0 125112.895742   19    1    1
1820    3.0 125112.895750   19    1    0
1821    5.0 125119.287932   19    2    1
1822    5.0 125119.287950   19    2    0
1823   77.0 125119.730198   17   38    1
1824   77.0 125119.730593   17   38    0
1825    7.0 125128.875156   19    3    1
1826    7.0 125128.875182   19    3    0
1827    9.0 125141.656141   19    4    1
1828    9.0 125141.656174   19    4    0
1829   55.0 125143.751930   18   27    1
1830   55.0 125143.752183   18   27    0
1831   11.0 125157.629184   19    5    1
1832   11.0 125157.629227   19    5    0
1833   95.0 125161.152905   16   47    1
1834   95.0 125161.153448   16   47    0
1835   13.0 125176.792166   19    6    1
1836   13.0 125176.792216   19    6    0
1837   15.0 125199.142534   19    7    1
1838   15.0 125199.142594   19    7    0
1839   17.0 125224.677318   19    8    1
1840   17.0 125224.677386   19    8    0
1841   57.0 125234.400210   18   28    1
1842   57.0 125234.400475   18   28    0
1843   79.0 125248.585606   17   39    1
1844   79.0 125248.586016   17   39    0
1845   19.0 125253.393120   19    9    1
1846   19.0 125253.393196   19    9    0
1847   21.0 125285.286117   19   10    1
1848   21.0 125285.286201   19   10    0
1849   23.0 125320.352060   19   11    1
1850   23.0 125320.352154   19   11    0
1851   97.0 125321.746095   16   48    1
1852   97.0 125321.746657   16   48    0
1853   59.0 125328.461949   18   29    1
1854   59.0 125328.462226   18   29    0
1855   25.0 125358.586279   19   12    1
1856   25.0 125358.586382   19   12    0
1857   81.0 125380.561313   17   40    1
1858   81.0 125380.561739   17   40    0
1859   27.0 125399.983677   19   13    1
1860   27.0 125399.983788   19   13    0
1861   61.0 125425.649030   18   30    1
1862   61.0 125425.649318   18   30    0
1863   29.0 125444.538730   19   14    1
1864   29.0 125444.538851   19   14    0
1865   99.0 125485.411429   16   49    1
1866   99.0 125485.412010   16   49    0
1867   31.0 125492.245495   19   15    1
1868   31.0 125492.245625   19   15    0
1869   83.0 125515.643369   17   41    1
1870   83.0 125515.643811   17   41    0
1871   63.0 125525.949436   18   31    1
1872   63.0 125525.949736   18   31    0
1873   33.0 125543.097599   19   16    1
1874   33.0 125543.097739   19   16    0
1875   35.0 125597.088247   19   17    1
1876   35.0 125597.088395   19   17    0
1877   65.0 125629.350749   18   32    1
1878   65.0 125629.351062   18   32    0
1879  101.0 125652.131986   16   50    1
1880  101.0 125652.132587   16   50    0
1881   85.0 125653.817476   17   42    1
1882   85.0 125653.817933   17   42    0
1883   37.0 125654.210218   19   18    1
1884   37.0 125654.210376   19   18    0
1885   39.0 125714.455868   19   19    1
1886   39.0 125714.456035   19   19    0
1887   67.0 125735.840152   18   33    1
1888   67.0 125735.840478   18   33    0
1889   41.0 125777.817125   19   20    1
1890   41.0 125777.817303   19   20    0
1891   87.0 125795.068984   17   43    1
1892   87.0 125795.069457   17   43    0
1893   43.0 125844.285495   19   21    1
1894   43.0 125844.285683   19   21    0
1895   69.0 125845.404425   18   34    1
1896   69.0 125845.404764   18   34    0
1897   45.0 125913.852059   19   22    1
1898   45.0 125913.852258   19   22    0
1899   89.0 125939.382896   17   44    1
1900   89.0 125939.383387   17   44    0
1901   71.0 125958.029950   18   35    1
1902   71.0 125958.030303   18   35    0
1903   47.0 125986.507474   19   23    1
1904   47.0 125986.507682   19   23    0
1905   49.0 126062.241969   19   24    1
1906   49.0 126062.242188   19   24    0
1907   73.0 126073.702707   18   36    1
1908   73.0 126073.703073   18   36    0
1909   91.0 126086.743867   17   45    1
1910   91.0 126086.744374   17   45    0
1911   51.0 126141.045350   19   25    1
1912   51.0 126141.045581   19   25    0
1913   75.0 126192.408274   18   37    1
1914   75.0 126192.408655   18   37    0
1915   53.0 126222.907001   19   26    1
1916   53.0 126222.907243   19   26    0
1917   93.0 126237.136202   17   46    1
1918   93.0 126237.136728   17   46    0
1919    3.0 126242.434139   20    1    1
1920    3.0 126242.434147   20    1    0
1921    5.0 126248.678413   20    2    1
1922    5.0 126248.678431   20    2    0
1923    7.0 126257.915336   20    3    1
1924    7.0 126257.915362   20    3    0
1925    9.0 126270.389500   20    4    1
1926    9.0 126270.389533   20    4    0
1927   11.0 126285.597330   20    5    1
1928   11.0 126285.597372   20    5    0
1929   13.0 126304.114339   20    6    1
1930   13.0 126304.114389   20    6    0
1931   55.0 126307.815878   19   27    1
1932   55.0 126307.816130   19   27    0
1933   77.0 126314.131832   18   38    1
1934   77.0 126314.132228   18   38    0
1935   15.0 126325.638383   20    7    1
1936   15.0 126325.638443   20    7    0
1937   17.0 126350.255789   20    8    1
1938   17.0 126350.255857   20    8    0
1939   19.0 126377.909007   20    9    1
1940   19.0 126377.909083   20    9    0
1941   95.0 126390.543857   17   47    1
1942   95.0 126390.544400   17   47    0
1943   57.0 126395.760512   19   28    1
1944   57.0 126395.760777   19   28    0
1945   21.0 126408.684361   20   10    1
1946   21.0 126408.684446   20   10    0
1947   79.0 126438.858160   18   39    1
1948   79.0 126438.858570   18   39    0
1949   23.0 126442.481139   20   11    1
1950   23.0 126442.481232   20   11    0
1951   25.0 126479.299339   20   12    1
1952   25.0 126479.299441   20   12    0
1953   59.0 126486.729011   19   29    1
1954   59.0 126486.729287   19   29    0
1955   27.0 126519.210900   20   13    1
1956   27.0 126519.211011   20   13    0
1957   97.0 126546.950441   17   48    1
1958   97.0 126546.951003   17   48    0
1959   29.0 126562.129495   20   14    1
1960   29.0 126562.129617   20   14    0
1961   81.0 126566.571635   18   40    1
1962   81.0 126566.572060   18   40    0
1963   61.0 126580.709058   19   30    1
1964   61.0 126580.709346   19   30    0
1965   31.0 126608.069514   20   15    1
1966   31.0 126608.069644   20   15    0
1967   33.0 126657.016567   20   16    1
1968   33.0 126657.016706   20   16    0
1969   63.0 126677.687911   19   31    1
1970   63.0 126677.688211   19   31    0
1971   83.0 126697.256233   18   41    1
1972   83.0 126697.256675   18   41    0
1973   99.0 126706.339213   17   49    1
1974   99.0 126706.339794   17   49    0
1975   35.0 126709.085756   20   17    1
1976   35.0 126709.085905   20   17    0
1977   37.0 126763.917388   20   18    1
1978   37.0 126763.917546   20   18    0
1979   65.0 126777.652402   19   32    1
1980   65.0 126777.652716   19   32    0
1981   39.0 126821.971871   20   19    1
1982   39.0 126821.972038   20   19    0
1983   85.0 126830.895533   18   42    1
1984   85.0 126830.895990   18   42    0
1985  101.0 126868.693082   17   50    1
1986  101.0 126868.693683   17   50    0
1987   67.0 126880.588941   19   33    1
1988   67.0 126880.589268   19   33    0
1989   41.0 126882.846345   20   20    1
1990   41.0 126882.846524   20   20    0
1991   43.0 126946.770506   20   21    1
1992   43.0 126946.770694   20   21    0
1993   87.0 126967.472711   18   43    1
1994   87.0 126967.473185   18   43    0
1995   69.0 126986.483512   19   34    1
1996   69.0 126986.483851   19   34    0
1997   45.0 127013.644688   20   22    1
1998   45.0 127013.644887   20   22    0
1999   47.0 127083.466637   20   23    1
2000   47.0 127083.466845   20   23    0
2001   71.0 127095.321672   19   35    1
2002   71.0 127095.322025   19   35    0
2003   89.0 127106.970542   18   44    1
2004   89.0 127106.971032   18   44    0
2005   49.0 127156.224087   20   24    1
2006   49.0 127156.224307   20   24    0
2007   73.0 127207.088557   19   36    1
2008   73.0 127207.088923   19   36    0
2009   51.0 127231.904244   20   25    1
2010   51.0 127231.904475   20   25    0
2011   91.0 127249.371402   18   45    1
2012   91.0 127249.371909   18   45    0
2013    3.0 127287.518559   21    1    1
2014    3.0 127287.518567   21    1    0
2015    5.0 127293.144160   21    2    1
2016    5.0 127293.144177   21    2    0
2017    7.0 127301.963837   21    3    1
2018    7.0 127301.963863   21    3    0
2019   53.0 127310.493778   20   26    1
2020   53.0 127310.494020   20   26    0
2021    9.0 127313.704225   21    4    1
2022    9.0 127313.704257   21    4    0
2023   75.0 127321.768875   19   37    1
2024   75.0 127321.769256   19   37    0
2025   11.0 127328.394095   21    5    1
2026   11.0 127328.394137   21    5    0
2027   13.0 127346.033451   21    6    1
2028   13.0 127346.033501   21    6    0
2029   15.0 127366.579126   21    7    1
2030   15.0 127366.579186   21    7    0
2031   17.0 127390.189388   21    8    1
2032   17.0 127390.189456   21    8    0
2033   55.0 127391.978829   20   27    1
2034   55.0 127391.979081   20   27    0
2035   93.0 127394.657263   18   46    1
2036   93.0 127394.657789   18   46    0
2037   19.0 127416.705972   21    9    1
2038   19.0 127416.706048   21    9    0
2039   77.0 127439.346912   19   38    1
2040   77.0 127439.347307   19   38    0
2041   21.0 127445.884284   21   10    1
2042   21.0 127445.884369   21   10    0
2043   57.0 127476.344998   20   28    1
2044   57.0 127476.345263   20   28    0
2045   23.0 127478.026468   21   11    1
2046   23.0 127478.026561   21   11    0
2047   25.0 127513.190074   21   12    1
2048   25.0 127513.190177   21   12    0
2049   95.0 127542.809703   18   47    1
2050   95.0 127542.810246   18   47    0
2051   27.0 127550.828368   21   13    1
2052   27.0 127551.260113   21   13    0
2053   79.0 127559.806527   19   39    1
2054   79.0 127559.806937   19   39    0
2055   59.0 127563.577359   20   29    1
2056   59.0 127563.577636   20   29    0
2057   29.0 127592.221860   21   14    1
2058   29.0 127592.221981   21   14    0
2059   31.0 127635.960550   21   15    1
2060   31.0 127635.960680   21   15    0
2061   61.0 127653.660450   20   30    1
2062   61.0 127653.660738   20   30    0
2063   33.0 127682.720661   21   16    1
2064   33.0 127682.720801   21   16    0
2065   81.0 127683.131156   19   40    1
2066   81.0 127683.131582   19   40    0
2067   97.0 127693.809892   18   48    1
2068   97.0 127693.810454   18   48    0
2069   35.0 127732.243216   21   17    1
2070   35.0 127732.243364   21   17    0
2071   63.0 127746.578276   20   31    1
2072   63.0 127746.578576   20   31    0
2073   37.0 127784.614539   21   18    1
2074   37.0 127784.614697   21   18    0
2075   83.0 127809.303810   19   41    1
2076   83.0 127809.304251   19   41    0
2077   39.0 127839.791468   21   19    1
2078   39.0 127839.791635   21   19    0
2079   65.0 127842.314308   20   32    1
2080   65.0 127842.314622   20   32    0
2081   99.0 127847.638605   18   49    1
2082   99.0 127847.639186   18   49    0
2083   41.0 127897.716450   21   20    1
2084   41.0 127897.716628   21   20    0
2085   85.0 127938.307073   19   42    1
2086   85.0 127938.307531   19   42    0
2087   67.0 127940.851487   20   33    1
2088   67.0 127940.851813   20   33    0
2089   43.0 127958.698060   21   21    1
2090   43.0 127958.698249   21   21    0
2091  101.0 128004.276213   18   50    1
2092  101.0 128004.276814   18   50    0
2093   45.0 128022.356395   21   22    1
2094   45.0 128022.356594   21   22    0
2095   69.0 128042.172216   20   34    1
2096   69.0 128042.172556   20   34    0
2097   87.0 128070.123109   19   43    1
2098   87.0 128070.123582   19   43    0
2099   47.0 128088.802978   21   23    1
2100   47.0 128088.803186   21   23    0
2101   71.0 128146.258369   20   35    1
2102   71.0 128146.258723   20   35    0
2103   49.0 128158.023766   21   24    1
2104   49.0 128158.023986   21   24    0
2105   89.0 128204.733651   19   44    1
2106   89.0 128204.734142   19   44    0
2107    3.0 128224.774818   22    1    1
2108    3.0 128224.774826   22    1    0
2109   51.0 128230.004108   21   25    1
2110   51.0 128230.004339   21   25    0
2111    5.0 128230.257457   22    2    1
2112    5.0 128230.257475   22    2    0
2113    7.0 128238.478818   22    3    1
2114    7.0 128238.478843   22    3    0
2115    9.0 128249.435783   22    4    1
2116    9.0 128249.435816   22    4    0
2117   73.0 128253.091286   20   36    1
2118   73.0 128253.091653   20   36    0
2119   11.0 128263.124193   22    5    1
2120   11.0 128263.124235   22    5    0
2121   13.0 128279.538852   22    6    1
2122   13.0 128279.538902   22    6    0
2123   15.0 128298.673523   22    7    1
2124   15.0 128298.673583   22    7    0
2125   53.0 128304.728740   21   26    1
2126   53.0 128304.728982   21   26    0
2127   17.0 128320.520932   22    8    1
2128   17.0 128320.520999   22    8    0
2129   91.0 128342.120014   19   45    1
2130   91.0 128342.120521   19   45    0
2131   19.0 128345.072762   22    9    1
2132   19.0 128345.072838   22    9    0
2133   75.0 128362.651771   20   37    1
2134   75.0 128362.652153   20   37    0
2135   21.0 128372.319660   22   10    1
2136   21.0 128372.319745   22   10    0
2137   55.0 128382.181792   21   27    1
2138   55.0 128382.182044   21   27    0
2139   23.0 128402.251232   22   11    1
2140   23.0 128402.251325   22   11    0
2141   25.0 128434.856044   22   12    1
2142   25.0 128434.856146   22   12    0
2143   57.0 128462.346776   21   28    1
2144   57.0 128462.347041   21   28    0
2145   27.0 128470.121623   22   13    1
2146   27.0 128470.121735   22   13    0
2147   77.0 128474.920099   20   38    1
2148   77.0 128474.920495   20   38    0
2149   93.0 128482.263081   19   46    1
2150   93.0 128482.263607   19   46    0
2151   29.0 128508.034458   22   14    1
2152   29.0 128508.034579   22   14    0
2153   59.0 128545.206599   21   29    1
2154   59.0 128545.206876   21   29    0
2155   31.0 128548.579999   22   15    1
2156   31.0 128548.580128   22   15    0
2157   79.0 128589.876009   20   39    1
2158   79.0 128589.876420   20   39    0
2159   33.0 128591.742652   22   16    1
2160   33.0 128591.742792   22   16    0
2161   95.0 128625.143317   19   47    1
2162   95.0 128625.143860   19   47    0
2163   61.0 128630.743558   21   30    1
2164   61.0 128630.743846   21   30    0
2165   35.0 128637.505789   22   17    1
2166   35.0 128637.505938   22   17    0
2167   37.0 128685.851741   22   18    1
2168   37.0 128685.851900   22   18    0
2169   81.0 128707.498708   20   40    1
2170   81.0 128707.499134   20   40    0
2171   63.0 128718.939336   21   31    1
2172   63.0 128718.939636   21   31    0
2173   39.0 128736.761800   22   19    1
2174   39.0 128736.761967   22   19    0
2175   97.0 128770.740759   19   48    1
2176   97.0 128770.741321   19   48    0
