Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
 42      11      14      10      0.000000D+00
 43      11      14      10      0.000000D+00
  0      11       0      12      0.147607D+07
  1      11       0      12      0.661269D+07
  2      11       0      12      0.164724D+08
  3      11       0      12      0.302020D+08
  0      11       1      12      0.126591D+08
  1      11       1      12      0.420230D+08
  2      11       1      12      0.762174D+08
  3      11       1      12      0.992843D+08
  0      11       2      12      0.497996D+08
  1      11       2      12      0.110474D+09
  2      11       2      12      0.124655D+09
  3      11       2      12      0.892017D+08
  0      11       3      12      0.119058D+09
  1      11       3      12      0.146318D+09
  2      11       3      12      0.680613D+08
  3      11       3      12      0.591183D+07
  0      11       4      12      0.191803D+09
  1      11       4      12      0.857933D+08
  2      11       4      12      0.166579D+06
  3      11       4      12      0.388144D+08
  0      11       5      12      0.217303D+09
  1      11       5      12      0.520672D+07
  2      11       5      12      0.575497D+08
  3      11       5      12      0.773555D+08
  0      11       6      12      0.174533D+09
  1      11       6      12      0.365412D+08
  2      11       6      12      0.958501D+08
  3      11       6      12      0.586587D+07
  0      11       7      12      0.970885D+08
  1      11       7      12      0.142211D+09
  2      11       7      12      0.162373D+08
  3      11       7      12      0.452190D+08
  0      11       8      12      0.350066D+08
  1      11       8      12      0.167492D+09
  2      11       8      12      0.333888D+08
  3      11       8      12      0.749913D+08
  0      11       9      12      0.702920D+07
  1      11       9      12      0.911903D+08
  2      11       9      12      0.155377D+09
  3      11       9      12      0.130245D+05
  0      11      10      12      0.511834D+06
  1      11      10      12      0.207870D+08
  2      11      10      12      0.135595D+09
  3      11      10      12      0.116049D+09
  0      11      11      12      0.743261D+02
  1      11      11      12      0.924602D+06
  2      11      11      12      0.306046D+08
  3      11      11      12      0.160955D+09
  0      11      12      12      0.885255D+04
  1      11      12      12      0.410226D+05
  2      11      12      12      0.142191D+06
  3      11      12      12      0.245126D+08
  0      11      13      12      0.232596D+03
  1      11      13      12      0.318079D+04
  2      11      13      12      0.256095D+06
  3      11      13      12      0.139107D+07
  4      11       0      12      0.455776D+08
  5      11       0      12      0.600620D+08
  6      11       0      12      0.716474D+08
  7      11       0      12      0.792364D+08
  4      11       1      12      0.102919D+09
  5      11       1      12      0.888985D+08
  6      11       1      12      0.649764D+08
  7      11       1      12      0.396956D+08
  4      11       2      12      0.393776D+08
  5      11       2      12      0.681098D+07
  6      11       2      12      0.672229D+06
  7      11       2      12      0.127606D+08
  4      11       3      12      0.820528D+07
  5      11       3      12      0.397932D+08
  6      11       3      12      0.577711D+08
  7      11       3      12      0.501421D+08
  4      11       4      12      0.709265D+08
  5      11       4      12      0.466198D+08
  6      11       4      12      0.103559D+08
  7      11       4      12      0.511566D+06
  4      11       5      12      0.171242D+08
  5      11       5      12      0.305619D+07
  6      11       5      12      0.333567D+08
  7      11       5      12      0.483907D+08
  4      11       6      12      0.266186D+08
  5      11       6      12      0.589531D+08
  6      11       6      12      0.295128D+08
  7      11       6      12      0.105970D+07
  4      11       7      12      0.610084D+08
  5      11       7      12      0.456786D+07
  6      11       7      12      0.151049D+08
  7      11       7      12      0.434729D+08
  4      11       8      12      0.752690D+05
  5      11       8      12      0.465387D+08
  6      11       8      12      0.401099D+08
  7      11       8      12      0.248276D+07
  4      11       9      12      0.708926D+08
  5      11       9      12      0.197121D+08
  6      11       9      12      0.912290D+07
  7      11       9      12      0.422767D+08
  4      11      10      12      0.129998D+08
  5      11      10      12      0.385645D+08
  6      11      10      12      0.401865D+08
  7      11      10      12      0.179382D+06
  4      11      11      12      0.978952D+08
  5      11      11      12      0.208747D+08
  6      11      11      12      0.174734D+08
  7      11      11      12      0.410639D+08
  4      11      12      12      0.168268D+09
  5      11      12      12      0.121022D+09
  6      11      12      12      0.972698D+07
  7      11      12      12      0.873542D+07
  4      11      13      12      0.339533D+07
  5      11      13      12      0.123775D+09
  6      11      13      12      0.187633D+09
  7      11      13      12      0.212158D+07
  8      11       0      12      0.826079D+08
  9      11       0      12      0.821902D+08
 10      11       0      12      0.787716D+08
 11      11       0      12      0.732517D+08
  8      11       1      12      0.191359D+08
  9      11       1      12      0.604525D+07
 10      11       1      12      0.455506D+06
 11      11       1      12      0.815798D+06
  8      11       2      12      0.298365D+08
  9      11       2      12      0.421175D+08
 10      11       2      12      0.457599D+08
 11      11       2      12      0.415640D+08
  8      11       3      12      0.286583D+08
  9      11       3      12      0.920829D+07
 10      11       3      12      0.390030D+06
 11      11       3      12      0.235842D+07
  8      11       4      12      0.148636D+08
  9      11       4      12      0.325798D+08
 10      11       4      12      0.389997D+08
 11      11       4      12      0.325770D+08
  8      11       5      12      0.328235D+08
  9      11       5      12      0.971681D+07
 10      11       5      12      0.201831D+05
 11      11       5      12      0.602563D+07
  8      11       6      12      0.941354D+07
  9      11       6      12      0.301995D+08
 10      11       6      12      0.355589D+08
 11      11       6      12      0.236063D+08
  8      11       7      12      0.319807D+08
  9      11       7      12      0.642495D+07
 10      11       7      12      0.103295D+07
 11      11       7      12      0.140970D+08
  8      11       8      12      0.106345D+08
  9      11       8      12      0.326359D+08
 10      11       8      12      0.291555D+08
 11      11       8      12      0.101837D+08
  8      11       9      12      0.242322D+08
  9      11       9      12      0.632144D+06
 10      11       9      12      0.935440D+07
 11      11       9      12      0.255324D+08
  8      11      10      12      0.214514D+08
  9      11      10      12      0.325300D+08
 10      11      10      12      0.115889D+08
 11      11      10      12      0.245452D+05
  8      11      11      12      0.537369D+07
  9      11      11      12      0.711379D+07
 10      11      11      12      0.256789D+08
 11      11      11      12      0.188068D+08
  8      11      12      12      0.342934D+08
  9      11      12      12      0.723392D+07
 10      11      12      12      0.231852D+07
 11      11      12      12      0.172906D+08
  8      11      13      12      0.207136D+07
  9      11      13      12      0.326513D+08
 10      11      13      12      0.226230D+07
 11      11      13      12      0.117510D+07
 12      11       0      12      0.664776D+08
 13      11       0      12      0.591531D+08
 14      11       0      12      0.518054D+08
 15      11       0      12      0.447926D+08
 12      11       1      12      0.501749D+07
 13      11       1      12      0.110711D+08
 14      11       1      12      0.174358D+08
 15      11       1      12      0.230992D+08
 12      11       2      12      0.325715D+08
 13      11       2      12      0.220974D+08
 14      11       2      12      0.126566D+08
 15      11       2      12      0.565389D+07
 12      11       3      12      0.105958D+08
 13      11       3      12      0.198999D+08
 14      11       3      12      0.266472D+08
 15      11       3      12      0.293382D+08
 12      11       4      12      0.197356D+08
 13      11       4      12      0.780838D+07
 14      11       4      12      0.110092D+07
 15      11       4      12      0.343364D+06
 12      11       5      12      0.182475D+08
 13      11       5      12      0.269619D+08
 14      11       5      12      0.280029D+08
 15      11       5      12      0.225206D+08
 12      11       6      12      0.803796D+07
 13      11       6      12      0.280696D+06
 14      11       6      12      0.248527D+07
 15      11       6      12      0.102114D+08
 12      11       7      12      0.263209D+08
 13      11       7      12      0.265047D+08
 14      11       7      12      0.170651D+08
 15      11       7      12      0.630855D+07
 12      11       8      12      0.890432D+05
 13      11       8      12      0.523735D+07
 14      11       8      12      0.160255D+08
 15      11       8      12      0.218853D+08
 12      11       9      12      0.244247D+08
 13      11       9      12      0.109178D+08
 14      11       9      12      0.968393D+06
 15      11       9      12      0.162558D+07
 12      11      10      12      0.974183D+07
 13      11      10      12      0.207607D+08
 14      11      10      12      0.192755D+08
 15      11      10      12      0.938134D+07
 12      11      11      12      0.296085D+07
 13      11      11      12      0.142359D+07
 14      11      11      12      0.107955D+08
 15      11      11      12      0.168832D+08
 12      11      12      12      0.176946D+08
 13      11      12      12      0.584040D+07
 14      11      12      12      0.112432D+04
 15      11      12      12      0.453932D+07
 12      11      13      12      0.129161D+08
 13      11      13      12      0.120681D+08
 14      11      13      12      0.498253D+07
 15      11      13      12      0.513218D+05
 16      11       0      12      0.383320D+08
 17      11       0      12      0.325355D+08
 18      11       0      12      0.274387D+08
 19      11       0      12      0.230243D+08
 16      11       1      12      0.275185D+08
 17      11       1      12      0.305067D+08
 18      11       1      12      0.321124D+08
 19      11       1      12      0.325147D+08
 16      11       2      12      0.152159D+07
 17      11       2      12      0.299128D+05
 18      11       2      12      0.601130D+06
 19      11       2      12      0.255200D+07
 16      11       3      12      0.281508D+08
 17      11       3      12      0.241856D+08
 18      11       3      12      0.188038D+08
 19      11       3      12      0.132037D+08
 16      11       4      12      0.392721D+07
 17      11       4      12      0.944350D+07
 18      11       4      12      0.147716D+08
 19      11       4      12      0.185655D+08
 16      11       5      12      0.141605D+08
 17      11       5      12      0.646643D+07
 18      11       5      12      0.156383D+07
 19      11       5      12      0.888232D+02
 16      11       6      12      0.177206D+08
 17      11       6      12      0.213957D+08
 18      11       6      12      0.204931D+08
 19      11       6      12      0.162685D+08
 16      11       7      12      0.485661D+06
 17      11       7      12      0.100327D+07
 18      11       7      12      0.569163D+07
 19      11       7      12      0.112885D+08
 16      11       8      12      0.195645D+08
 17      11       8      12      0.121895D+08
 18      11       8      12      0.472486D+07
 19      11       8      12      0.536484D+06
 16      11       9      12      0.893890D+07
 17      11       9      12      0.156031D+08
 18      11       9      12      0.172851D+08
 19      11       9      12      0.140187D+08
 16      11      10      12      0.139013D+07
 17      11      10      12      0.518343D+06
 18      11      10      12      0.511611D+07
 19      11      10      12      0.106202D+08
 16      11      11      12      0.140217D+08
 17      11      11      12      0.655483D+07
 18      11      11      12      0.995473D+06
 19      11      11      12      0.314325D+06
 16      11      12      12      0.111258D+08
 17      11      12      12      0.125516D+08
 18      11      12      12      0.862203D+07
 19      11      12      12      0.333299D+07
 16      11      13      12      0.223687D+07
 17      11      13      12      0.691456D+07
 18      11      13      12      0.882518D+07
 19      11      13      12      0.706152D+07
 20      11       0      12      0.192470D+08
 21      11       0      12      0.160449D+08
 22      11       0      12      0.133500D+08
 23      11       0      12      0.110948D+08
 20      11       1      12      0.319521D+08
 21      11       1      12      0.306706D+08
 22      11       1      12      0.288953D+08
 23      11       1      12      0.268170D+08
 20      11       2      12      0.524597D+07
 21      11       2      12      0.816916D+07
 22      11       2      12      0.109524D+08
 23      11       2      12      0.133620D+08
 20      11       3      12      0.823530D+07
 21      11       3      12      0.437204D+07
 22      11       3      12      0.177369D+07
 23      11       3      12      0.379905D+06
 20      11       4      12      0.202923D+08
 21      11       4      12      0.200355D+08
 22      11       4      12      0.182359D+08
 23      11       4      12      0.154668D+08
 20      11       5      12      0.120470D+07
 21      11       5      12      0.409201D+07
 22      11       5      12      0.754270D+07
 23      11       5      12      0.106814D+08
 20      11       6      12      0.107094D+08
 21      11       6      12      0.557605D+07
 22      11       6      12      0.195323D+07
 23      11       6      12      0.207944D+06
 20      11       7      12      0.152692D+08
 21      11       7      12      0.165279D+08
 22      11       7      12      0.152073D+08
 23      11       7      12      0.121694D+08
 20      11       8      12      0.397923D+06
 21      11       8      12      0.318086D+07
 22      11       8      12      0.705152D+07
 23      11       8      12      0.104082D+08
 20      11       9      12      0.840825D+07
 21      11       9      12      0.330946D+07
 22      11       9      12      0.451145D+06
 23      11       9      12      0.171418D+06
 20      11      10      12      0.135032D+08
 21      11      10      12      0.127802D+08
 22      11      10      12      0.948277D+07
 23      11      10      12      0.540411D+07
 20      11      11      12      0.342561D+07
 21      11      11      12      0.747518D+07
 22      11      11      12      0.100832D+08
 23      11      11      12      0.103174D+08
 20      11      12      12      0.277790D+06
 21      11      12      12      0.497032D+06
 22      11      12      12      0.289982D+07
 23      11      12      12      0.567947D+07
 20      11      13      12      0.353442D+07
 21      11      13      12      0.784320D+06
 22      11      13      12      0.164238D+05
 23      11      13      12      0.102374D+07
 24      11       0      12      0.921543D+07
 25      11       0      12      0.765427D+07
 26      11       0      12      0.636020D+07
 27      11       0      12      0.528877D+07
 24      11       1      12      0.245867D+08
 25      11       1      12      0.223195D+08
 26      11       1      12      0.200976D+08
 27      11       1      12      0.179756D+08
 24      11       2      12      0.152750D+08
 25      11       2      12      0.166515D+08
 26      11       2      12      0.175071D+08
 27      11       2      12      0.178909D+08
 24      11       3      12      0.158175D+04
 25      11       3      12      0.393934D+06
 26      11       3      12      0.130714D+07
 27      11       3      12      0.251665D+07
 24      11       4      12      0.122779D+08
 25      11       4      12      0.911294D+07
 26      11       4      12      0.627853D+07
 27      11       4      12      0.394999D+07
 24      11       5      12      0.129730D+08
 25      11       5      12      0.142021D+08
 26      11       5      12      0.143935D+08
 27      11       5      12      0.137200D+08
 24      11       6      12      0.168618D+06
 25      11       6      12      0.136661D+07
 26      11       6      12      0.324601D+07
 27      11       6      12      0.530443D+07
 24      11       7      12      0.846719D+07
 25      11       7      12      0.499141D+07
 26      11       7      12      0.231103D+07
 27      11       7      12      0.662893D+06
 24      11       8      12      0.123198D+08
 25      11       8      12      0.125529D+08
 26      11       8      12      0.113734D+08
 27      11       8      12      0.929360D+07
 24      11       9      12      0.182726D+07
 25      11       9      12      0.438363D+07
 26      11       9      12      0.687931D+07
 27      11       9      12      0.867033D+07
 24      11      10      12      0.207192D+07
 25      11      10      12      0.281763D+06
 26      11      10      12      0.102974D+06
 27      11      10      12      0.112828D+07
 24      11      11      12      0.854130D+07
 25      11      11      12      0.576789D+07
 26      11      11      12      0.303790D+07
 27      11      11      12      0.105767D+07
 24      11      12      12      0.745186D+07
 25      11      12      12      0.769025D+07
 26      11      12      12      0.660418D+07
 27      11      12      12      0.478439D+07
 24      11      13      12      0.282795D+07
 25      11      13      12      0.442681D+07
 26      11      13      12      0.522361D+07
 27      11      13      12      0.509499D+07
 28      11       0      12      0.440182D+07
 29      11       0      12      0.366710D+07
 30      11       0      12      0.305770D+07
 31      11       0      12      0.255105D+07
 28      11       1      12      0.159868D+08
 29      11       1      12      0.141483D+08
 30      11       1      12      0.124660D+08
 31      11       1      12      0.109371D+08
 28      11       2      12      0.178682D+08
 29      11       2      12      0.175091D+08
 30      11       2      12      0.168817D+08
 31      11       2      12      0.160464D+08
 28      11       3      12      0.383759D+07
 29      11       3      12      0.512819D+07
 30      11       3      12      0.628728D+07
 31      11       3      12      0.724771D+07
 28      11       4      12      0.219462D+07
 29      11       4      12      0.100107D+07
 30      11       4      12      0.307054D+06
 31      11       4      12      0.220973D+05
 28      11       5      12      0.124214D+08
 29      11       5      12      0.107463D+08
 30      11       5      12      0.891572D+07
 31      11       5      12      0.710471D+07
 28      11       6      12      0.716412D+07
 29      11       6      12      0.859017D+07
 30      11       6      12      0.947687D+07
 31      11       6      12      0.981756D+07
 28      11       7      12      0.225157D+05
 29      11       7      12      0.201546D+06
 30      11       7      12      0.937988D+06
 31      11       7      12      0.196393D+07
 28      11       8      12      0.686154D+07
 29      11       8      12      0.452924D+07
 30      11       8      12      0.259614D+07
 31      11       8      12      0.120577D+07
 28      11       9      12      0.947970D+07
 29      11       9      12      0.932969D+07
 30      11       9      12      0.842959D+07
 31      11       9      12      0.706541D+07
 28      11      10      12      0.276566D+07
 29      11      10      12      0.446058D+07
 30      11      10      12      0.581666D+07
 31      11      10      12      0.662773D+07
 28      11      11      12      0.104572D+06
 29      11      11      12      0.105377D+06
 30      11      11      12      0.782307D+06
 31      11      11      12      0.179352D+07
 28      11      12      12      0.286393D+07
 29      11      12      12      0.130945D+07
 30      11      12      12      0.350558D+06
 31      11      12      12      0.527108D+04
 28      11      13      12      0.425784D+07
 29      11      13      12      0.307117D+07
 30      11      13      12      0.187839D+07
 31      11      13      12      0.917996D+06
 32      11       0      12      0.212794D+07
 33      11       0      12      0.177215D+07
 34      11       0      12      0.146988D+07
 35      11       0      12      0.120940D+07
 32      11       1      12      0.955132D+07
 33      11       1      12      0.829293D+07
 34      11       1      12      0.714263D+07
 35      11       1      12      0.607860D+07
 32      11       2      12      0.150505D+08
 33      11       2      12      0.139272D+08
 34      11       2      12      0.126949D+08
 35      11       2      12      0.113586D+08
 32      11       3      12      0.796705D+07
 33      11       3      12      0.841850D+07
 34      11       3      12      0.858282D+07
 35      11       3      12      0.844216D+07
 32      11       4      12      0.447069D+05
 33      11       4      12      0.273295D+06
 34      11       4      12      0.611742D+06
 35      11       4      12      0.971423D+06
 32      11       5      12      0.543611D+07
 33      11       5      12      0.398539D+07
 34      11       5      12      0.278876D+07
 35      11       5      12      0.185220D+07
 32      11       6      12      0.966937D+07
 33      11       6      12      0.912318D+07
 34      11       6      12      0.828092D+07
 35      11       6      12      0.724067D+07
 32      11       7      12      0.304659D+07
 33      11       7      12      0.400614D+07
 34      11       7      12      0.471774D+07
 35      11       7      12      0.510495D+07
 32      11       8      12      0.373950D+06
 33      11       8      12      0.285417D+05
 34      11       8      12      0.468252D+05
 35      11       8      12      0.285104D+06
 32      11       9      12      0.551698D+07
 33      11       9      12      0.401059D+07
 34      11       9      12      0.269984D+07
 35      11       9      12      0.166566D+07
 32      11      10      12      0.685181D+07
 33      11      10      12      0.656070D+07
 34      11      10      12      0.588749D+07
 35      11      10      12      0.498374D+07
 32      11      11      12      0.283164D+07
 33      11      11      12      0.367359D+07
 34      11      11      12      0.419230D+07
 35      11      11      12      0.434522D+07
 32      11      12      12      0.150727D+06
 33      11      12      12      0.598872D+06
 34      11      12      12      0.115545D+07
 35      11      12      12      0.165658D+07
 32      11      13      12      0.300573D+06
 33      11      13      12      0.277097D+05
 34      11      13      12      0.283342D+05
 35      11      13      12      0.195899D+06
 36      11       0      12      0.979514D+06
 37      11       0      12      0.766371D+06
 38      11       0      12      0.554781D+06
 39      11       0      12      0.321586D+06
 36      11       1      12      0.507180D+07
 37      11       1      12      0.407043D+07
 38      11       1      12      0.300756D+07
 39      11       1      12      0.176856D+07
 36      11       2      12      0.989985D+07
 37      11       2      12      0.824433D+07
 38      11       2      12      0.627397D+07
 39      11       2      12      0.376586D+07
 36      11       3      12      0.796753D+07
 37      11       3      12      0.708413D+07
 38      11       3      12      0.567358D+07
 39      11       3      12      0.352667D+07
 36      11       4      12      0.127016D+07
 37      11       4      12      0.142384D+07
 38      11       4      12      0.134234D+07
 39      11       4      12      0.925995D+06
 36      11       5      12      0.115839D+07
 37      11       5      12      0.673013D+06
 38      11       5      12      0.355129D+06
 39      11       5      12      0.155349D+06
 36      11       6      12      0.608103D+07
 37      11       6      12      0.483746D+07
 38      11       6      12      0.351075D+07
 39      11       6      12      0.202571D+07
 36      11       7      12      0.512411D+07
 37      11       7      12      0.473039D+07
 38      11       7      12      0.386752D+07
 39      11       7      12      0.242696D+07
 36      11       8      12      0.599153D+06
 37      11       8      12      0.852117D+06
 38      11       8      12      0.916810D+06
 39      11       8      12      0.679187D+06
 36      11       9      12      0.925885D+06
 37      11       9      12      0.451225D+06
 38      11       9      12      0.186286D+06
 39      11       9      12      0.609518D+05
 36      11      10      12      0.398525D+07
 37      11      10      12      0.298410D+07
 38      11      10      12      0.203130D+07
 39      11      10      12      0.110956D+07
 36      11      11      12      0.414743D+07
 37      11      11      12      0.363009D+07
 38      11      11      12      0.282148D+07
 39      11      11      12      0.170106D+07
 36      11      12      12      0.198333D+07
 37      11      12      12      0.205215D+07
 38      11      12      12      0.180416D+07
 39      11      12      12      0.118087D+07
 36      11      13      12      0.417793D+06
 37      11      13      12      0.591054D+06
 38      11      13      12      0.628563D+06
 39      11      13      12      0.460343D+06
 40      11       0      12      0.672624D+05
 41      11       0      12      0.000000D+00
 42      11       0      12      0.000000D+00
 43      11       0      12      0.000000D+00
 40      11       1      12      0.372248D+06
 41      11       1      12      0.000000D+00
 42      11       1      12      0.000000D+00
 43      11       1      12      0.000000D+00
 40      11       2      12      0.799807D+06
 41      11       2      12      0.000000D+00
 42      11       2      12      0.000000D+00
 43      11       2      12      0.000000D+00
 40      11       3      12      0.760456D+06
 41      11       3      12      0.000000D+00
 42      11       3      12      0.000000D+00
 43      11       3      12      0.000000D+00
 40      11       4      12      0.208553D+06
 41      11       4      12      0.000000D+00
 42      11       4      12      0.000000D+00
 43      11       4      12      0.000000D+00
 40      11       5      12      0.281020D+05
 41      11       5      12      0.000000D+00
 42      11       5      12      0.000000D+00
 43      11       5      12      0.000000D+00
 40      11       6      12      0.422081D+06
 41      11       6      12      0.000000D+00
 42      11       6      12      0.000000D+00
 43      11       6      12      0.000000D+00
 40      11       7      12      0.524840D+06
 41      11       7      12      0.000000D+00
 42      11       7      12      0.000000D+00
 43      11       7      12      0.000000D+00
 40      11       8      12      0.157145D+06
 41      11       8      12      0.000000D+00
 42      11       8      12      0.000000D+00
 43      11       8      12      0.000000D+00
 40      11       9      12      0.914167D+04
 41      11       9      12      0.000000D+00
 42      11       9      12      0.000000D+00
 43      11       9      12      0.000000D+00
 40      11      10      12      0.225004D+06
 41      11      10      12      0.000000D+00
 42      11      10      12      0.000000D+00
 43      11      10      12      0.000000D+00
 40      11      11      12      0.360970D+06
 41      11      11      12      0.000000D+00
 42      11      11      12      0.000000D+00
 43      11      11      12      0.000000D+00
 40      11      12      12      0.259602D+06
 41      11      12      12      0.000000D+00
 42      11      12      12      0.000000D+00
 43      11      12      12      0.000000D+00
 40      11      13      12      0.105889D+06
 41      11      13      12      0.000000D+00
 42      11      13      12      0.000000D+00
 43      11      13      12      0.000000D+00
  0      12       0      11      0.769697D+06
  1      12       0      11      0.370886D+07
  2      12       0      11      0.987599D+07
  3      12       0      11      0.192618D+08
  0      12       1      11      0.739025D+07
  1      12       1      11      0.270719D+08
  2      12       1      11      0.541628D+08
  3      12       1      11      0.780643D+08
  0      12       2      11      0.324516D+08
  1      12       2      11      0.829742D+08
  2      12       2      11      0.110195D+09
  3      12       2      11      0.972963D+08
  0      12       3      11      0.866361D+08
  1      12       3      11      0.133112D+09
  2      12       3      11      0.883547D+08
  3      12       3      11      0.234954D+08
  0      12       4      11      0.156229D+09
  1      12       4      11      0.106597D+09
  2      12       4      11      0.100829D+08
  3      12       4      11      0.130459D+08
  0      12       5      11      0.199141D+09
  1      12       5      11      0.237432D+08
  2      12       5      11      0.251373D+08
  3      12       5      11      0.742048D+08
  0      12       6      11      0.181625D+09
  1      12       6      11      0.902675D+07
  2      12       6      11      0.909684D+08
  3      12       6      11      0.273233D+08
  0      12       7      11      0.116608D+09
  1      12       7      11      0.971650D+08
  2      12       7      11      0.437897D+08
  3      12       7      11      0.134782D+08
  0      12       8      11      0.500007D+08
  1      12       8      11      0.160099D+09
  2      12       8      11      0.453371D+07
  3      12       8      11      0.787731D+08
  0      12       9      11      0.127219D+08
  1      12       9      11      0.114722D+09
  2      12       9      11      0.108301D+09
  3      12       9      11      0.150640D+08
  0      12      10      11      0.142882D+07
  1      12      10      11      0.367037D+08
  2      12      10      11      0.151511D+09
  3      12      10      11      0.520694D+08
  0      12      11      11      0.157392D+05
  1      12      11      11      0.337750D+07
  2      12      11      11      0.569997D+08
  3      12      11      11      0.166811D+09
  0      12      12      11      0.987308D+04
  1      12      12      11      0.417624D+04
  2      12      12      11      0.239723D+07
  3      12      12      11      0.590850D+08
  0      12      13      11      0.166394D+04
  1      12      13      11      0.195094D+05
  2      12      13      11      0.390164D+06
  3      12      13      11      0.227006D+05
  0      12      14      11      0.631980D+03
  1      12      14      11      0.152705D+04
  2      12      14      11      0.305601D+04
  3      12      14      11      0.607754D+06
  4      12       0      11      0.307983D+08
  5      12       0      11      0.428646D+08
  6      12       0      11      0.538588D+08
  7      12       0      11      0.625956D+08
  4      12       1      11      0.901774D+08
  5      12       1      11      0.879599D+08
  6      12       1      11      0.743255D+08
  7      12       1      11      0.548290D+08
  4      12       2      11      0.597725D+08
  5      12       2      11      0.229862D+08
  6      12       2      11      0.283808D+07
  7      12       2      11      0.129286D+07
  4      12       3      11      0.965767D+04
  5      12       3      11      0.164304D+08
  6      12       3      11      0.409523D+08
  7      12       3      11      0.505283D+08
  4      12       4      11      0.535344D+08
  5      12       4      11      0.577920D+08
  6      12       4      11      0.296355D+08
  7      12       4      11      0.470379D+07
  4      12       5      11      0.401684D+08
  5      12       5      11      0.198275D+07
  6      12       5      11      0.102998D+08
  7      12       5      11      0.350321D+08
  4      12       6      11      0.420973D+07
  5      12       6      11      0.427098D+08
  6      12       6      11      0.455062D+08
  7      12       6      11      0.153928D+08
  4      12       7      11      0.621196D+08
  5      12       7      11      0.250511D+08
  6      12       7      11      0.320684D+06
  7      12       7      11      0.234583D+08
  4      12       8      11      0.106442D+08
  5      12       8      11      0.175867D+08
  6      12       8      11      0.467169D+08
  7      12       8      11      0.203549D+08
  4      12       9      11      0.395241D+08
  5      12       9      11      0.443227D+08
  6      12       9      11      0.497984D+06
  7      12       9      11      0.213216D+08
  4      12      10      11      0.447187D+08
  5      12      10      11      0.720237D+07
  6      12      10      11      0.462777D+08
  7      12      10      11      0.150057D+08
  4      12      11      11      0.277261D+08
  5      12      11      11      0.506339D+08
  6      12      11      11      0.285364D+05
  7      12      11      11      0.312763D+08
  4      12      12      11      0.182065D+09
  5      12      12      11      0.323676D+08
  6      12      12      11      0.367734D+08
  7      12      12      11      0.755557D+06
  4      12      13      11      0.308839D+08
  5      12      13      11      0.185728D+09
  6      12      13      11      0.791824D+08
  7      12      13      11      0.978719D+07
  4      12      14      11      0.696059D+07
  5      12      14      11      0.120589D+06
  6      12      14      11      0.871934D+08
  7      12      14      11      0.148937D+09
  8      12       0      11      0.684430D+08
  9      12       0      11      0.712873D+08
 10      12       0      11      0.713993D+08
 11      12       0      11      0.692722D+08
  8      12       1      11      0.349285D+08
  9      12       1      11      0.184452D+08
 10      12       1      11      0.719522D+07
 11      12       1      11      0.134733D+07
  8      12       2      11      0.115581D+08
  9      12       2      11      0.249355D+08
 10      12       2      11      0.350968D+08
 11      12       2      11      0.392887D+08
  8      12       3      11      0.421720D+08
  9      12       3      11      0.250005D+08
 10      12       3      11      0.936889D+07
 11      12       3      11      0.106058D+07
  8      12       4      11      0.122356D+07
  9      12       4      11      0.135241D+08
 10      12       4      11      0.274798D+08
 11      12       4      11      0.335405D+08
  8      12       5      11      0.411085D+08
  9      12       5      11      0.266113D+08
 10      12       5      11      0.850827D+07
 11      12       5      11      0.164129D+06
  8      12       6      11      0.458451D+04
  9      12       6      11      0.104224D+08
 10      12       6      11      0.264984D+08
 11      12       6      11      0.308388D+08
  8      12       7      11      0.382248D+08
  9      12       7      11      0.238067D+08
 10      12       7      11      0.446974D+07
 11      12       7      11      0.780740D+06
  8      12       8      11      0.942710D+04
  9      12       8      11      0.133752D+08
 10      12       8      11      0.289034D+08
 11      12       8      11      0.248708D+08
  8      12       9      11      0.357789D+08
  9      12       9      11      0.146802D+08
 10      12       9      11      0.497346D+05
 11      12       9      11      0.864427D+07
  8      12      10      11      0.196651D+07
  9      12      10      11      0.235116D+08
 10      12      10      11      0.261345D+08
 11      12      10      11      0.885236D+07
  8      12      11      11      0.250808D+08
  9      12      11      11      0.865736D+06
 10      12      11      11      0.898500D+07
 11      12      11      11      0.222756D+08
  8      12      12      11      0.202417D+08
  9      12      12      11      0.237498D+08
 10      12      12      11      0.376636D+07
 11      12      12      11      0.266513D+07
  8      12      13      11      0.145660D+07
  9      12      13      11      0.185882D+08
 10      12      13      11      0.155236D+08
 11      12      13      11      0.371206D+07
  8      12      14      11      0.771868D+07
  9      12      14      11      0.834349D+07
 10      12      14      11      0.365170D+08
 11      12      14      11      0.110559D+07
 12      12       0      11      0.654849D+08
 13      12       0      11      0.606048D+08
 14      12       0      11      0.551248D+08
 15      12       0      11      0.494358D+08
 12      12       1      11      0.457919D+05
 13      12       1      11      0.199226D+07
 14      12       1      11      0.586056D+07
 15      12       1      11      0.105294D+08
 12      12       2      11      0.376454D+08
 13      12       2      11      0.318816D+08
 14      12       2      11      0.241387D+08
 15      12       2      11      0.162649D+08
 12      12       3      11      0.712020D+06
 13      12       3      11      0.580854D+07
 14      12       3      11      0.129589D+08
 15      12       3      11      0.193829D+08
 12      12       4      11      0.301472D+08
 13      12       4      11      0.209693D+08
 14      12       4      11      0.109087D+08
 15      12       4      11      0.351496D+07
 12      12       5      11      0.341841D+07
 13      12       5      11      0.125383D+08
 14      12       5      11      0.207793D+08
